videoId,title,movieName,genres,subtitles,word_count
Gczt0fhawDs,MALIGNANT – Official Trailer,MALIGNANT –,['Horror'],"- [voice echoing] I'm having visions. [exhales deeply] [screams] [gasps] - The body of Dr. Florence Weaver
was found brutally murdered in her home this morning. - Did you know her? - No, but I saw her die. I'm seeing things. I'm seeing murders... as they're happening. Hello? He says his name is Gabriel. I think he's someone from my past. - ♪ Happy birthday... ♪ - Whatever happened to you
before you joined our family hurt you in a way
that I can't even imagine. - Just stop saying that. - Maddie, who are you talking to? - Gabriel. - Is he your imaginary friend?
[echoing] Imaginary friend, imaginary... - He's the Devil. Whatever it was, it's back. He killed again.
He's getting closer. He wants to talk to you. [ghostly sounds] Mom, what do you know? [screaming] He's coming for me. [whispers] Who are you, Gabriel? [panting] - [deep cackling]",152
NaB_ERMAZu4,The Guilty | Official Trailer | Jake Gyllenhaal | Netflix,The Guilty,"['Drama', 'Thriller']","911. This is
Emergency Operator 625. I've been robbed. I need to know where you are.
Last name? Is this the fire department? No, ma'am, you've reached 911, but I can connect you.
Hold the line. -What did she look like?
-She was tall, pink hair, in heels. Hey man, can you tell me
how long it's gonna take? 911. What is the address
of your emergency? -I just want to talk to you.
-Okay, I'm hanging up. I'm out for a drive, sweetie, okay? Is there someone with you? -Does the person know you called?
-No. -They think you called your child?
-Yes, sweetie. -Does the person have a weapon?
-Yes. I need the color of the car. When I say the right one,
say, ""It's fine."" Red? -White?
-It's fine. Is it a car? No, van. No, just yes or no answers, Emily. -What was that?
-I'm sorry, I have to hang up. -Give me the phone right now.
-I'm gonna die. I have a woman
who's been abducted. -What are we looking for?
-A white van. -That's not enough.
-Come on! -Mommy?
-I just talked to your mommy. She's gonna be okay. -Do you promise?
-I promise. You have air support? Negative. Air support is grounded
due to fire weather. There is a scared little girl
whose mother's been abducted. I need a better location. -I'll get it.
-How? I know Emily's with you. Where are you going? -What's going on?
-Oh my God. LAPD,
we need medical immediately. What's going on? Whoa, whoa, whoa! Is your seat belt on? -No.
-Does Henry? -Come on.
-No. Put yours on. Now listen. I need you
to pull the handbrake hard. Pull it. No!",285
8ZYhuvIv1pA,Silo — Official Trailer | Apple TV+,Silo —,['Documentary'],"♪♪ Juliette:
What if what we see is not
what’s out there? ♪♪ ♪♪ (Metal gear locks) ♪♪ Bernard:
We do not know why we are here. ♪♪ Bernard:
We do not know who built the
silo- (Crowd cheers)
♪♪ Bernard:
-and why we are underground. ♪♪ Bernard: 
We only know- -the world outside our sanctuary
is death. ♪♪ Holston:
If you boil the pact down to one
rule- Nernard:
-it’s do not say you want to go
outside, ♪♪ (Soldiers running)
♪♪ or you will go outside. ♪♪ Don’t you ever think about the
world beyond the silo? ♪♪ What if what we see, is not
what’s out there? ♪♪ Juliette:
Down in mechanical, ♪♪ Juliette:
there’s always someone who has a
theory about the silo, ♪♪ and I need to find out the
truth. (Lever locks) ♪♪ I found something that might
hold the answers to a lot of
questions. Holston:
You have to stay quiet. ♪♪ And keep your head down. (Electrical flash) (Screams) ♪♪ Are you willing to give
everything you have for this? ♪♪ (Machine hums) Nernard:
The clock is running. (Power-down) There isn't much time left. (Alarm wails) ♪♪ Holston:
This is a threat to order in the
silo. Juliette:
I don’t care about order! What about finding out the
truth?! ♪♪ (Flames ignite) (Screams) (Crowd yells) (Steam blows)
Bernard:
Some mysteries... ♪♪ Bernard:
they're best left Bernard:
unsolved. ♪♪ (Steel door opens) ♪♪",240
IR-l_TSjlEo,Insurgent Official Trailer #1 (2015) - Shailene Woodley Divergent Sequel HD,Insurgent,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",You found it.The future our people deserve. What does [Janine] think is in that box Caleb? [I] don't know but she's testing divergents searching for the one who can open it. Find them- every last one of them. Janine's never Gonna Stop coming after us It's time we fight back We don't have the numbers.We [will]. This is factionless. This is the insane. Janine claims you're all dangerous insurgents. If we were to combine forces we'd be unstoppable. I can't let anyone else die [because]  of me Tris help me! It's really good to see you again. Whereas you want with her. It's the perfect subject We'll need to be strong. You're brave She's the one This is the only chance we have to rescue a little civilization. We have left dark times call for extreme measures I'm not gonna fight you of course you're not you're gonna fight you you,151
Gp3ZFdklPCk,THE MIRACLE CLUB | Official Trailer (2023),THE MIRACLE CLUB,"['Comedy', 'Drama']","(playful music) - Ladies, what's the name? - The Miracles. - First prize, two tickets to Lourdes. Best of luck. ♪ He's so fine ♪ ♪ Do-lang-do-lang-do-Lang ♪ ♪ Wish he were mine ♪ ♪ Do-Lang ♪ (gentle upbeat music) - [Tommy] What do you want to be going to Lourdes for anyway? - I always wanted to go there. - If you go out that door,
don't even bother coming back. - Miracles happen there. - He could speak. - [Speaker] How are you, Chrissie? - My mother is dead. I'm in a place I swore I
would never come back to. Hi. I wouldn't have recognized you. - 40 years will do that to you. - I'd say, yeah, mixed. - Yes, well, it's great to have her back. - Marvelous, bloody marvelous. - Congratulations. You're coming to Lourdes. - Who's gonna have to do the
cooking and the cleaning? Not me, I can tell you. That's your job. - What'll I do on me own? - I'll be back before you know it. - Holy Mary, mother of God. (uplifting music) - Welcome to Lourdes. - Appears I am sharing with you. Is there only one bed? - Your ma wouldn't have fussed. I'm not my mother. - Ain't that the truth. (uplifting music) (woman screaming) - We're ready. - I'm not. (uplifting music) - Why did you leave? - Leave? I was banished, Eileen. - I loved you and you left. - I'm glad you came home. Can you ever forgive me? (uplifting music) - You don't come to Lourdes
for a miracle, Eileen. You come for the strength to go on when there is no miracle. - You're still alive. - Just about. - Well, there's always hope. - Peace. That's what I hope for. (uplifting music) - I think I had me a miracle. - What? - I actually missed you. (peaceful music)",319
GLs2xxM0e78,Amsterdam | Official Trailer | 20th Century Studios,Amsterdam,"['Mystery', 'Comedy', 'Drama']","♪♪ MILTON
Harold, I don't know what you think you're doing...
Er, excuse me... Hello. You got a dead white man in a box! Not even a casket! Doesn't even have a top on it. In a pine box, of old wood. Who do you think's
gonna get in trouble here? BURT
Do me a favor. Try to be optimistic. ♪♪ BURT
You don't get here, without things starting a long time ago. ♫ Everywhere is ♫ BURT
So, two soldiers, and a nurse, found ourselves in... VALERIE
Amsterdam. ♫ I'd love to change the world ♫ BURT
We formed a pact, and we swore to protect each
other, no matter what. ♫ Tax the rich ♫ BURT
We find ourselves in a situation where we're accused of
killing someone, which is not true. GETWILLER
You and Woodman fled the scene. HAROLD
The killer pointed at us. BURT
We didn't do anything. Why would you possibly think that was us? GETWILLER
Well, there's not too many people that fit the description of a
doctor looking for his eye on the ground with his black attorney. HAROLD
Columbia Law School. ♫ Life is funny ♫ BURT
We need someone to help us... ...to find the truth. GIL
My friend was killed, because of something
monstrous that he had seen. VALERIE
This is all turning out to be a lot larger than any of us. ♫ I'd love to change the world ♫ VALERIE
You're gonna have to take my lead getting out of this. I had to stab a guy, I had to hit
a lady with a brick one time. BURT
What? VALERIE
It's a long story, but with you two? It'll be a cakewalk. TOM
These are dangerous times. IRMA
You be careful. GIL
I'm about to do something that could cost me my life. PAUL
The cuckoo is in the nest, and the cuckoo is
about to be trapped! GIL
Cuckoo? ♪♪ ♫ I'd love to change the world ♫ ♪ But I don't know what to do ♪ TOM
This is one of the finest innovations from Zürich. Removes all pain. BURT
Guys like me, we have to turn to booze and the morphine,
and that can lead to addiction... Oh, that's fast. That is advanced!",379
04FcbCFmisI,The LEGO Ninjago Movie - Full Trailer,The LEGO Ninjago Movie,"['Family', 'Animation', 'Action', 'Adventure', 'Comedy']","I'm stuck! I know you want me to save myself, so... I promise I'll never forget you! I didn't ask you to promise that! Come back! (Maniacal laughter) Garmadon! You ready for me to conquer Ninjago? Oh, I'll be waiting! Dad... Sorry, what was that last thing you said? What? That last part, I didn't catch it. What, I didn't say anything. I said I'll be waiting then I stopped talking. Dad! LLoyd! That's right! Your son, and it's Lloyd! No, L-L-O-Y-D. I named you. You ruined my life! Pfft, that's not true! I haven't even been a part of your life, how could I ruin it? I wasn't even there. (Music Plays) I've taken a sudden move to form the secret ninja force. Are you ready to risk your life for Ninjago? Yes! I am on it! Ye... ah, maybe. HA! Garmadon! Garmadon! Garmadon! Garmadon! Run! I'm stuck! I know you want me to save myself. So... I'll go now. I promise I'll never forget you! I didn't ask you to promise that! Come back! (Cell phone beeps) Hello? Who is this? Lloyd Garmadon, Your son. Hm, I must have butt dialed you. *sigh* It's okay Loyd, nobody's parents are perfect. I mean like my mom is weird and collects seashells. Your dad levels cities and attacks innocent people. So, they've all got their quirks you know.",228
iphqRPaaeP8,Titanic 2 - Jack&#39;s Back Reboot  (2025 Movie Trailer Parody),Titanic 2,['Documentary'],"MADE IN COLLABORATION WITH
YOUTUBE.COM/BILLYCRAMMER Is there anyone alive out there? IN 1912
HISTORY WAS MADE You are now 5000 miles from land and you're descending seven miles to the 
bottom of the ocean The Heart of the Ocean Diamond.
We spent weeks searching for it She dropped it in the ocean, now we're going back - My God
- What is it? Base.... Get me a line to the colonel. NEXT YEAR
HISTORY WILL CHANGE What you people discovered 
is bigger than we ever thought possible. 48 hours ago we found something quite remarkable *whispered* I heard there's a man This is a scientific breakthrough Can we really do this?
He's been frozen for over 100 years You my friends will all be immortalized, 
as the people who made this discovery *MICROWAVE BING* *DISTORTED VOICES* Hi.... Great to see you Hello Jack...
Welcome back to life. Can you feel your whole body? What the fuck is going on here? Who, who are you?
Who are you? Tell me.... Jack, Rose is a very old woman.
She probably won't remember you SHE LOST HIM ONCE Jack, Rose passed away last night - Come back
- Come back I think she was waiting for you.. - Who knows about this?
- Everyone. THE LOVE OF
HIS LIFE Before I died, I thought there was nothing after death [DRAMATIC MUSIC] TITANIC 2 SUBSCRIBE FOR MORE TRAILERS",234
R2Xbo-irtBA,A Monster Calls Official Trailer 1 (2016) - Felicity Jones Movie,A Monster Calls,"['Drama', 'Fantasy']","Okay... You ready? There we go. What colour is that? Brown. Yeah. Maybe if we take a pencil... ...and then we make a face... ...And then we see the life in the eyes. Life is always in the eyes. There's our monster! How does the story begin? With a boy... Too old... To be a kid... You're coming to live with me. Don't touch anything. Too young... To be a man.... I no longer see you. What did he do? He called... For a monster. Woah. Woah, indeed. I know everything about you. The truth that you hide... The truth you dream... I'm sorry you have to face this... But you have to be brave. Do you understand? What shall I destroy next? Break the windows. Break them yourself. It's okay that you're angry. I'm angry too. And if you need to break things... By God, you break them! [screaming with fury] I wish I had a hundred years... A hundred years I could give to you. I'm afraid. Of course you are afraid. But you will make it through. For this is why you called me. Come on.",189
XmIIgE7eSak,Oblivion Official Trailer #1 Tom Cruise Sci-Fi Movie HD,Oblivion,"['Action', 'Science Fiction', 'Adventure', 'Mystery']","The last Super Bowl was played right here. Please don't tell me was a classic. Classic game. Eighty-thousand people on their feet. Seconds left on the clock. The QB throws a Hail Mary. Touchdown! 1-6-6... Back online. Sixty years ago, Earth was attacked. We won the war. But they destroyed half the planet. Everyone's been evacuated. Nothing human remains. We're here for drone repair. We're the mop-up crew. This is Jack Harper. I'm good to go. Two more weeks, Jack. Then we can finally leave and join the others. Don't take any chances. I've been watching you, Jack. You're curious. What are you looking for in those books? Do they bring back old memories? We have an unidentified impact. ""Don't ask too many questions."" They are human. Mission is ordering you to return to tower. Jack? How do you know my name? They're firing on survivors! Stand down! What have you done? I can't protect you. They won't stop 'til they find me. If you're looking for the truth... That's where you'll find it. You need to know what happened. What aren't you telling me? Who are you? Jack, Mission is ordering you to stand down. I'm not gonna do that. This is the only way.",206
JNUjx7LZoiU,The Unforgivable | Sandra Bullock | Official Trailer | Netflix,The Unforgivable,"['Drama', 'Crime']","Ruth, phone call. Hello? Hello? You're gonna pay for what you did. I was in prison. I just got out. I was there for 20 years. For what? Was it an accident? Does your release alter the terms
of your ""no contact order""? Don't have to give me a speech. I'm looking for Katie.
She's my little sister. I raised her. Next time don't drag me
through three bus transfers to tell me something I know. John? There's a woman
in the front yard. Can I help you with something? You're a lawyer? What would Katherine gain
by meeting her now? I wonder all the time
what she looks like, what she became. Your life starts here now,
not 20 years ago. She did her time. She killed somebody in cold blood. Ruth! If that were your Black sons
in the system, they would be dead. She walks around
like it never happened. You tell me if that's fair. I gotta be a convict wherever I go? No, you're a cop killer
everywhere you go. Okay, Ruth, just stop saying-- I'm good! Don't treat me like I don't exist!
Tell her about me! Don't even pretend
this is about her. -I thought I was protecting her!
-You are not a victim! I don't quit. Not on Katie.",217
BmllggGO4pM,THE GRAY MAN | Official Trailer | Netflix,THE GRAY MAN,"['Action', 'Thriller']","What do you know
about the Sierra program? Reckless mystery men
you guys send in when you can't officially
send anyone else. The Gray Man. Lloyd. I got an urgent locate and destroy. Could be fun.
The man's got some street cred. You hurt? My ego's a little bruised. I have something they really want. What's your gut? It's gonna be my funeral
you're going to next. If you wanna make an omelet, you gotta kill some people. -You must be Lloyd.
-What gave it away? The trash 'stache.
It just... it leans Lloyd. Ballsy. I'm about to put a hit so big
on your boy's head that even his most loyal allies
won't hesitate to drop a dime. Every grade A wet team
from here to Reykjavik will be vying for the prestige
of killing the infamous Sierra Six. I can kill anybody. Maybe not anybody.",147
R2Xbo-irtBA,A Monster Calls Official Trailer 1 (2016) - Felicity Jones Movie,A Monster Calls,"['Drama', 'Fantasy']","Okay... You ready? There we go. What colour is that? Brown. Yeah. Maybe if we take a pencil... ...and then we make a face... ...And then we see the life in the eyes. Life is always in the eyes. There's our monster! How does the story begin? With a boy... Too old... To be a kid... You're coming to live with me. Don't touch anything. Too young... To be a man.... I no longer see you. What did he do? He called... For a monster. Woah. Woah, indeed. I know everything about you. The truth that you hide... The truth you dream... I'm sorry you have to face this... But you have to be brave. Do you understand? What shall I destroy next? Break the windows. Break them yourself. It's okay that you're angry. I'm angry too. And if you need to break things... By God, you break them! [screaming with fury] I wish I had a hundred years... A hundred years I could give to you. I'm afraid. Of course you are afraid. But you will make it through. For this is why you called me. Come on.",189
f_fuHRyQbOc,Nimona | Official Trailer | Netflix,Nimona,"['Adventure', 'Animation', 'Fantasy', 'Family']","The queen killer
is still out there. Everyone is scared. -He's a murderer!
-He's a monster. He's perfect. Hey, boss. -Who are you?
-The name's Nimona. -Your sidekick has arrived.
-I don't need a side-- Every villain needs
a sidekick. I'm not a villain! The real villain
is still out there. -And I do need help.
-I'm in. -Who do ya wanna kill first?
-What? Look, I can help you, but promise me
you won't freak out. -Why would I trust you?
-Promise! -I promise!
-Even when you see the horn? -Horn?
-Promise! I promise, promise
I will not freak out. This is the part
where you run. You're a shapeshifter? Monster attack.
Monster attack. You did that on purpose. You catch on quick, boss. Oh no. Something, something,
something, we win. If anyone can find them, it's me. Ambrosius really thinks
I'm a murderer. You got betrayed
by someone you trusted. Because once everyone
sees you as a villain, that's what you are. Do you think he saw us? Yes. Why are you running around
with a monster? Don't call her that. The world kicks you around
sometimes, but together,
we can kick it back. Nimona is smart, kind,
and sophisticated. That guy
just peed his armor. He peed his armor! I like where this is going. Let's break stuff. Metal. Promise I am your
official sidekick forever and ever. No take-backsies. Can you just be you? I don't follow. None of this makes sense. Look, boss, it's simple. If you like something,
thumbs up. If you don't like it,
thumbs down. Who has four thumbs and is really great
at liking stuff?",274
7NU-STboFeI,Ambulance - Official Trailer [HD],Ambulance,"['Thriller', 'Action', 'Crime']","I'm sorry, brother. I'm sorry that I brought you into this. I just wanted things to be
the way they used to be. That's my brother, Will. I could use some help. And my wife needs this surgery. This is real life. How's that right? You put your life down on
the line for this country, you leave your family, your home. How much do you need? Two thirty one ... How about more? Thirty two million. And I need an extra man. I came to you for a loan. Look, have I ever gotten you in anything that I couldn't get you out of? It's time for you to do
something for your family. What can I do you for officer? We're just doing a transfer in the back, I'll let you in, in 20 minutes. If I could just get it done real quick, because I'm on the clock, promise not to rob the place. Seriously, because that
would be bad for my job. I promise.
- All right, okay. All right, come on in. Okay. Whoa, ah ah ah. Let's go D. You are all going to
have the greatest story to tell at dinner tonight! Get down! Don't shoot a cop! Go, go, go, go! Lock everything down. Nothing gets out. ♪ All ♪ ♪ the leaves are brown, ♪ Stop! Get out! ♪ And the sky is gray, ♪ What do you want?
I'm just going to borrow it. I got a cop shot; I got to
get him to the hospital. I'm going to need you to help us. Why don't you help us?
We doing hostages now? ♪ On such a winter's day, ♪ We're not crashing into this ambulance. We got a brother cop onboard. Do you have EMT experience? Combat triage. You're a soldier.
Yeah. We are trying to save you.
One, two, shi- ♪ California dreamin ♪ Hey! Don't you move! ♪ On such a winter's day, ♪
You think you're so tough with that gun. Yo Danny, relax! I got to get back to my wife and my son. Does your wife know you rob banks? We're not the bad guys. We're just the guys trying to get home. We don't get to walk off into the sunset! Will! Danny, everybody knows
how dangerous you are. Do you? You get your helos out of here now! I'm going to get your
back home little brother. I gonna get everybody home. ♪ California dreamin ♪",415
gxbZyvCJc6U,Priscilla | Official Teaser HD | A24,Priscilla,"['Drama', 'Romance', 'Music']","Priscilla, what about boys at school? Must be some handsome ones.",11
XmIIgE7eSak,Oblivion Official Trailer #1 Tom Cruise Sci-Fi Movie HD,Oblivion,"['Action', 'Science Fiction', 'Adventure', 'Mystery']","The last Super Bowl was played right here. Please don't tell me was a classic. Classic game. Eighty-thousand people on their feet. Seconds left on the clock. The QB throws a Hail Mary. Touchdown! 1-6-6... Back online. Sixty years ago, Earth was attacked. We won the war. But they destroyed half the planet. Everyone's been evacuated. Nothing human remains. We're here for drone repair. We're the mop-up crew. This is Jack Harper. I'm good to go. Two more weeks, Jack. Then we can finally leave and join the others. Don't take any chances. I've been watching you, Jack. You're curious. What are you looking for in those books? Do they bring back old memories? We have an unidentified impact. ""Don't ask too many questions."" They are human. Mission is ordering you to return to tower. Jack? How do you know my name? They're firing on survivors! Stand down! What have you done? I can't protect you. They won't stop 'til they find me. If you're looking for the truth... That's where you'll find it. You need to know what happened. What aren't you telling me? Who are you? Jack, Mission is ordering you to stand down. I'm not gonna do that. This is the only way.",206
3eGP6im8AZA,The Black Phone - Official Trailer,The Black Phone,"['Crime', 'Drama', 'Horror', 'Thriller']","i'll be home in the morning where are you going 
i'm staying over at susie's tonight what's new   the flyer the papers call him the grabber i 
wish you wouldn't call that you don't actually   believe that story do you because he can't hear 
you and he doesn't really take kids that say oh you goof beautiful isn't that just 
peachy cute you need some help you see that   would you hand me my hat yes 
sir i am a part-time magician   are those type of loans in there 
would you like to see a magic trick i have an announcement to make one of our students   finney blake was abducted what if 
i could help the police find benny doesn't work not since i was a kid i'll scream 
i'll scratch your face this face daddy i had a dream about it 
what happened in your dream   he was taken by a man with black balloons 
yes we never release those details huh don't hang up who are you you know all our names you're getting out of here please please let the dreams be real see the world   in front of you i tore a long 
cable loose from down there there's a combination lock on the inside 
of the storm door what's the combination   i carved it in the wall the tree the door the gate i've never seen 
you before except in my dream you don't have   much time you're gonna use a weapon 
you raise the phone step back and swing   look what you made me do please hurry   you remember what i told you there's someday i 
should stand up for myself someday it's today fan you",283
k5WQZzDRVtw,The Babadook Official Trailer #1 (2014) - Essie Davis Horror Movie HD,The Babadook,"['Drama', 'Horror']","Where'd you get this? On the shelf. ""If it's in a word, or it's in a book, you can't get rid of the babadook"" A rumbling sound then three sharp knocks (Child reading) Ba-Ba-Ba Dook! Dook! Dook! That's when you know he's around, you'll see him if you look. (Scary music starts) Nothing bad is going to happen, Sam. Did you think that about my dad before he died? He sees things as they are, that one. (Child) I promise to protect you, if you promise to protect me. Oh my god, did he hurt anyone? The boy has significant behavioral problems. This monster thing has got to stop, alright? It's just a book. (The Babadook screeches) It can't hurt you. *muffled* You alright? Yeah, yeah no, i'm fine. You don't have to be fine you know. Just a bit stressed at the moment. All children see monsters. (while crying) Not like this. I want to report someone stalking me and my child. (Child) You can't get rid of The Babadook. (Child) Don't let it in! Don't let it in! Don't let it in! Don't let it in! Don't let it in! Don't let it in! *Monster screeches* (Mother screaming) What do you want?! (Mother) You are trespassing in my house! I'm sick Sam, I need help. (Screaming) (Monster breathing and making noise)",223
2S3M1xFVdVg,They Cloned Tyrone | Official Trailer | Netflix,They Cloned Tyrone,"['Comedy', 'Science Fiction', 'Mystery']","Everything okay in there, baby? Where the money at? I'm an entrepreneur. I work
in the spirit of the pimp game. You know your girl gotta know
what's going on in these streets. No! Get off me! That's the car right there. Shit! They got an elevator
in this bitch? Slick, come on. Doesn't make
your Spidey-senses tingle? What kind of shit is this? We gotta go. Go! I don't know what that was,
but that wasn't me. Somebody
is conducting experiments on us. It's in the fucking chicken. This shit in everything. Grape drink? Come the fuck on. It's our home, man. We don't do nothing about it,
nobody will. Chill. Just fucking chill. Shit! -This motherfucker dead.
-We ain't got time for negativity. -Go get some goddamn wet naps.
-Wet naps? You keep your pimp hand raised and be willing
to protect the ones you love by any means necessary. I ain't scared. I'm a dope boy, remember? Excuse me, kind sir. If you could
point me to the elevator that leads
to the freaky laboratory… I'll be out your atmosphere. Let's get it, man. We're on the scene trying
to figure out what has happened. This shit fucked up!
They're out here cloning n*****. What the fuck
going on in this bitch? That's right.
That is the prevailing theory…",222
WxwKzsklvJo,Hijack — Official Trailer | Apple TV+,Hijack —,['Action'],"Would any remaining
passengers for flight KA29, please make their
way to gate B15. Good morning, everyone, this is
Captain Robin Allen speaking. Flight time today
6 hours, 54 minutes. Stay in your seats!  Get down now! Operation has commenced. Phones, tablets. Plane is under control. You need to see this. Plane veered off course. Someone is calling for help. You got family? Loved ones? We’ve got one job
to do right now. Just get through it for them. I got a message from the plane.  Dad says incident onboard.  What exactly does
your dad do for a living? It’s difficult to explain.  Sam is the best at handling it.  Handling what? The negotiation. There are 200 people
on this flight. If they try something, and then this plane goes down. I don’t get home to my family. Let me make you an offer.  I’ve been handed demands.  If it’s all going wrong
in the first hour, imagine the next 6. We need to get a message
to the whole plane. We just need to be ready.  There’s other stuff going down.  Five passengers on that
plane do not exist.  It's a network running
all across Europe. To them, we’re an
incoming missile.  It’s either us or them.  And I can tell you it’s
not going to be us.  ♪♪",220
8BFdFeOS3oM,THE MOTHER | Jennifer Lopez | Official Trailer | Netflix,THE MOTHER,"['Action', 'Thriller']","Where's my baby? You wasted FBI time
trying to cut a deal for yourself, and seven agents were killed. This conversation
now takes place on our terms. Adrian Lovell and Hector Álvarez
are still out there. You and I both know the only way you protect that child
is to disappear. And if I don't? They'll find you. Both of you. You're just gonna vanish? Put her with good people. Keep her safe. If there's trouble, you let me know. You must have known I'd find her. The secret's out. -What do they want?
-Revenge. They're using her to get to me. Run! What's your plan? She needs protection right now. Who are you? From here on, do everything I say. You're driving. I'm 12. Let's go.  I hate it here. I want to go home. Not till you know how to survive. Everything it takes. -You're scaring me.
-Every time I look at you, I'm scared. Look at the mess you've made. You're not getting away this time. You burned down our entire world for her? Yes. I'm a killer. But I'm also a mother. And I will die protecting her.",192
1JLUn2DFW4w,El Camino: A Breaking Bad Movie | Official Trailer | Netflix,El Camino: A Breaking Bad Movie,"['Crime', 'Drama', 'Thriller']","(siren wails) (heavy breathing) (thud) (door creaks open) ♪ I get high ♪ ♪ And I get low ♪ ♪ Oh, but that's the way ♪ ♪ These things go ♪ ♪ I saw my face in the mirror ♪ ♪ Though I know I've changed ♪ ♪ Though I look ♪ ♪ Much the same ♪ ♪ And I found grace ♪ ♪ In the black water ♪ ♪ Bathe my soul ♪
(siren wails) ♪ And tell my heart ♪ ♪ I told you so ♪ ♪ I like fate ♪ ♪ In the lion's cage ♪ ♪ And wait for my time ♪ ♪ To come ♪ ♪ But I'm begging please ♪ ♪ I need this so much more ♪ ♪ Than you'll ever know ♪ (music crescendos) - [Man] You ready? - Yeah. (instrumental music)",140
gartMjonTXc,Haunted Mansion | Official Teaser Trailer,Haunted Mansion,"['Fantasy', 'Comedy', 'Horror', 'Family']","GABBIE
Welcome home! I know this place isn't
as... warm as I'd hoped. But I'm going to light a vanilla candle,
and it's gonna be a game changer. TRAVIS
Will it, though? [Screaming] GABBIE
We're out. KENT
This mansion is unhinged. She needs all the help she can get.
You wanna be a hero? [Screaming] BEN
Pass. KENT
Two thousand dollars. BEN
What's the address? ♫ I'm gonna move into ♫ [Voices laughing] ♫ A house without windows ♫ [Voices laughing] ♫ So I won't see you walking by ♫ BEN
Guys? Little help? ♫ With your new love ♫ GABBIE
This house has a way of playing tricks on you. [Ben yells] [Laughing] ♫ In my house without windows ♫ [Screaming] ♫ In my house without windows ♫ GABBIE
Oh my God. BEN
Is anybody else seeing this? TRAVIS
Yeah, I'm seeing it. ♫ And without love ♫ BRUCE
Be careful. Death lurks around every corner. HARRIET
Other more powerful entities may come through. KENT
Not on our watch. BEN
Well, what're you gonna do? - Seriously?
- Yeah. - They're already dead.
- Yeah. KENT
They're gonna be deader. GABBIE
Okay. ♫ In my house without windows ♫",200
36PDeN9NRZ0,Upgrade Trailer #1 (2018) | Movieclips Trailers,Upgrade,"['Action', 'Thriller', 'Science Fiction']","As a quadriplegic must be frustrating for you someone who like to get things done of their hands   Here's the thing, four guys murdered my wife Don't you touch her If I could find these men What if I told you I could offer you something that would enable you to walk again I call it STEM, a computer chip that has the potential to change everything It's a new better brain I am STEM the system operating your body for you Wait, can anybody else hear you? No, only you May I point something out? In the drone surveillance footage Sir Brandner, Marine Corps. Address: 414 Citrus, Newgrounds. We'll need a plan. I got this this You'll need a plan I got this This doesn't seem like a well thought out plan Help! I need your permission to operate independently Permission granted! Thank you Stay down man STEM he's got a knife! I see that. We have a knife too You now have full control again, Greg If you are involved in this somehow then you need to let me know Well I was in the area, detective There is a gun implanted inside his hand It's done. What do you think I should do? Move, Greg Man, you are persistent I cannot allow us to be killed We are going to finish the job we started You didn't know that I'm a ninja While I am state of the art, I am not a ninja",247
ViKnrHjzgn4,CHUPA | Official Trailer | Netflix,CHUPA,"['Adventure', 'Fantasy', 'Family']","Follow me! It went up this way! You're going to have fun. Your dad always said
San Javier was a magical place. -And your cousins will be there.
-But I don't even remember them. A story has come out
of Latin America about a creature
called El Chupacabra. El Chupa-what? El Chupacabras. You've never heard of it? Chupacabras doesn't exist. It's a fairy tale. -What is it?
-Chupacabras. What about we call him Chupa? You know Chupa
means sucker, right? Chupa. He'll be our little secret. Don't worry.
I'm gonna take care of you. There are some
bad people out there who wanna take advantage
of these creatures. I know you saw it. We have to get him out of here. Let's go! We gotta go! Whoa! Stop! Come on! Are you sure
you know how to drive? Hey! Yeah! Cowabunga! You don't have to be alone anymore. Your family is still out there. We will find them. Wherever you are… I will always be by your side.",168
TRFM7HQmkH0,Polite Society - Official Trailer - In Theaters April 28,Polite Society,"['Comedy', 'Action', 'Drama']","I'm Ria Khan. I am going to be a stunt woman. My sister, Lena, is the only
person who believes in me. Wanna help me with a
a vid for my channel? Please!
-No. Please!
-No. She helps me with all my training. You are going to be such
a great stunt woman. That was dope though. But lately, she's been seeing this guy who I think is a bit of a smarmy wanker. Lena, it's a trap. Oh my God, Ria, chill out. Now I'm not being dramatic, but these people are evil. I found something. I've got my eye on you. They are not taking her
away without a fight. I will strike down you
or anyone else who tries to get in my way. How about the bikini area? Let's dance. Hi-ya! We need to get Lena out. How? Mischief is afoot. Lena's not going anywhere,
you little bitch. Rude. Mom, what you doing, ahh? We stick to the plan. Nothing changes. We are going to show Lena
who these people really are. Let's decimate this mother! Did you see my kick? Of course, I bloody did. It was magical. I'm pretty sure I drew blood. I'm pretty sure you did.",204
