title,text,genre
The Super Mario Bros. Movie | Official Trailer,"Mario, Mario, Mario,
Mario, Mario, Mario. All right. Let's-a go. Woo hoo! Oh my, okay. Not sure if you
know who I am, but I'm about to
rule the world. Wow. Yay. But there's one problem. There's a human, has a mustache
just like you. Do you think I know every
human being with a mustache wearing an identical
outfit with a hat with a letter of his
first name on it? Because I don't. Bowser is coming. Together we are going to stop
that monster. How?
Look at us. We're adorable. Oh, I got this. No problem. Yes. Come on, Mario. Our big adventure
begins now. Ah! Get it off, get it off,
get it off. There's a huge
universe out there. Woah. With a lot of galaxies. They're all counting on us. Mario! No pressure. Wahoo!","['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']"
Night Swim | Official Trailer 2,"He kissed me. No, he didn't! When we were fixing up the pool... Ow! They said it hadn't been used in 15 years. Maybe they weren't pool people. This is not for the kids. Used to be scared of pools. Cider, come on, Cider! Getting a vibe here, do
you have a boyfriend? No. Hey, someone's coming over in a minute. Keep your mouth shut. Marco. You need to say something back. Ronin, Marco! Why aren't you saying anything? Polo. My kids have seen things, and I'm worried something
is happening to my husband. Dad? I've been looking for you. There has to be some way to stop this. Marco. Elliot! Marco! Marco! Marco! Marco!","['Horror', 'Thriller']"
Elio | Teaser Trailer,"NARRATOR
For centuries NARRATOR
we have called out to the Universe NARRATOR
looking for answers. NARRATOR
The Universe... NARRATOR
...calls... NARRATOR
...back. MAJOR OLGA SOLÍS
""Bring us your leader–"" MAJOR OLGA SOLÍS
[Gasps] [Static whirring] ELIO
Hi, can you hear me? MAJOR OLGA SOLÍS
Honey, now is a really bad time. ELIO
Okay. ELIO
Bye. I love you. [Repeating distortedly] ELIO
This is new. ELIO
[Gasps] [Loud whirring] ELIO
Ah. ELIO
No. ELIO
Ah no. No, no, no! ELIO
No, thank you! ELIO
Whoa! OOOOO
Please state the name of your home world. ELIO
Uhh-Earth. AMBASSADOR QUESTA
Welcome leader of ""Uhh-Earth"". AMBASSADOR TURAIS
We are the United Advanced Species AMBASSADOR TURAIS
of the Universe. ELIO
I think there's been a mistake. AMBASSADOR TURAIS
You're not the leader of Uhh-Earth? AMBASSADOR HELIX
Sorry for the mix up. [Buzzer sounds] AMBASSADOR GRIGON
Commence memory wipe. ELIO
No! Wait! ELIO
I am the leader of Earth. AMBASSADOR TEGMEN
Why is your voice different? ELIO
I have always talked like this, ELIO
since I was a kid, ELIO
which I'm obviously not anymore. ELIO
But yes, I run the planet. AMBASSADOR GRIGON
The trial of Uhh-Earth can proceed. ELIO
Uh-oh. AMBASSADOR HELIX
Until then, as you say on Uhh-Earth... AMBASSADOR HELIX
""Okay. Bye. I love you."" AMBASSADORS
Okay. Bye. I love you. ELIO
Uh... AMBASSADOR GRIGON
You're the talk of the Communiverse. ELIO
If Mom could see me now. AMBASSADOR GRIGON
I know what you mean. AMBASSADOR GRIGON
I ate my mother at birth. AMBASSADOR GRIGON
But in moments of great success, AMBASSADOR GRIGON
I regret it. ELIO
That's a... thing for your species? AMBASSADOR GRIGON
No, just a me thing. AMBASSADOR GRIGON
Everyone was shocked. ELIO
[Chuckles nervously]","['Animation', 'Family', 'Adventure', 'Science Fiction', 'Comedy']"
Ricky Stanicky - Official Trailer | Prime Video,"Stanicky! What up, man? Are you serious? Have someone call me
when you get out of surgery, all right? You should drive out there. Ricky's been there
for you guys your whole lives. The devil's in the details, my friend. -It worked!
-Atlantic City, here we come. -What we got?
-Ricky's cancer's back. Why does it have to be cancer? You want everybody to get worried? Yeah, and that's gonna
take us right into the World Series. To Ricky Stanicky! The best friend we never had. My baby's gonna be born six weeks early! I was born six weeks early. Oh, sh-- I wanna know where the hell
you guys were tonight. We called every hospital, and there was no record
of a ""Ricky Stanicky."" You know, all we did was tell one lie. Hundreds and hundreds of times,
over many, many years. If the truth does come out,
my marriage is over. What if we hire an actor… to play Stanicky. ""Rock Hard Rod,
X-rated rock and roll impersonator."" I do a whole act.
Wall to wall, top to bottom jizz jams. Thanks for coming out tonight,
ladies and gentlemen. So horny to be here. This is a really bad idea. Oh, Jesus. I've been cold-turkeying the booze. Ricky Stanicky's in the 
program, remember? -Oh, Rod.
-It's… not what you think it is. It's just piss. I want you to admit
that Ricky Stanicky does not exist. Hey, mishpucha! Stanicky! Oh, yeah! This is Ted Summerhayes, my boss. Ted, nice to meet you. Digging the suit and the seedlings, man. The seedlings? The hair plugs.
They're new, right? This is my hair. We're gonna lose our jobs. Epic night, am I right guys? I was really taken
with your friend Stanicky. He's got brass balls on him, that guy. That's why I hired him. That's awesome. You just said… What did you say?
Just say it one more time. We can't leave him out of our sight. Not only did I miss the birth of my son, but I let some porno Peter Frampton
impersonator snip his-- And we're done. Stanicky, you are unbelievable. Show's over, Rod. It's Ricky. Ricky Stanicky isn't real! My job sucked, I had no friends. But now I have all those things. Are you a fraud, sir? What's she talking about? We gotta get rid of him. Every time he tries to make a point,
it's like he's smoking invisible dongs. Dear God, it's true. To support… Now it looks like I'm cupping the balls.",['Comedy']
Split Official Trailer 1 (2017) - M. Night Shyamalan Movie,"Hey! Pardon me, Sir. I think you have the wrong car. What are we doing here? What the hell is going on? I was sent to get you for a reason. Open the door! No! There's a flower on the pillows. A flower in the bathroom. Like we're important. The only chance we have is if all three of us go crazy on this guy. Who is that? Maybe she can help us. We're here! Help us! We're in here! Don't worry. He's not allowed to touch you. He knows what you're here for. He listens to me. My name's Hedwig. How old are you? Nine. I've never seen a case like this before. Twenty-three identities live in Kevin's body. Who are you? Help me get out of here, Hedwig. You try and trick... I'll tell on you. Aren't you the clever one? An individual with multiple personalities... ...who can change their body chemistry... ...with their thoughts. Someone's coming for you. Who's coming? The Beast. There's a man here. He abducted us and he's going to kill me. We're meant for something. Something horrible. The world will understand now. The Beast is real. He's done awful things to people. And he'll do awful things to you.","['Horror', 'Thriller']"
Tales of the Empire | Official Trailer | Disney+,"ADMIRAL THRAWN
Why do you seek Imperial favor? MORGAN ELSBETH
Years ago, my people were all but destroyed. My anger... gives me strength. It is that strength... I offer the Empire. ADMIRAL THRAWN
Offer accepted. FOURTH SISTER
I'm here to present you with an opportunity, Barriss. CLONE TROOPER
Just be glad you're not a Jedi anymore. MOUNTAIN CLAN MATRON
Your path is set, Morgan Elsbeth. MORGAN ELSBETH
I will fulfill my destiny. GRAND INQUISITOR
Mercy only breeds defeat. But I will help you
overcome this weakness. GRAND INQUISITOR
Attack! WING
You said the Empire would help to change things. MORGAN ELSBETH
Everything comes at a cost. MORGAN ELSBETH
My world has been burning... MORGAN ELSBETH
...since I was a child. You cannot stop... what has begun. GRAND INQUISITOR
Now, you must face one final test... to join us. GRAND INQUISITOR
It is time you meet your new master. ♪♪ GRAND INQUISITOR
Long live the Empire!","['Crime', 'Action', 'Thriller', 'Comedy']"
Transformers: Rise of the Beasts | Official Trailer (2023 Movie),"For centuries, our kind has stayed hidden on Earth. But darkness has found us again. Prime. This is about the fate of all
living things. Unicron is coming. It won’t stop! Woooooh! Back up! Oh, I thought we were boys? You brought a human here?! I'm nobody. I ain't even seen nothing. I'm not even seeing anything right now. This is not our war. Optimus. We must trust each other
to protect the home we all share. How big can this guy be? Uh, he eats planets. So, like, way bigger than a planet. In the end, everything you cared for will be consumed. Maybe there's
another way to save our home. You've never faced anything like this. Let them come. Yo Noah, take the wheel. Yeah baby!","['Action', 'Adventure', 'Science Fiction']"
Bodkin | Official Trailer | Netflix,"Yeah? Hi there. Are you Bridgit Pierce? You the podcasters? Yes. Yes, we are. Okay. I'm a journalist. I'm still consulting
on a true-crime podcast in the arse end of nowhere. I've always thought that Ireland
was the most beautiful country in the world. All I see is ****. Fields and fields of ****. Twenty-one years ago,
three people disappeared. On the Irish Night of the Dead,
Samhain. So cool. -Nice sunglasses.
-**** off. We've never even had
a serial killer in Ireland. We're a naturally good people. There's an island of nuns
teaching yoga. It just keeps getting better! We need to find the real Bodkin. Bad things happen here
just like everywhere else. I hear you're interested in the lads
that went missing. I know what happened to them.
They were attacked. By horses. You should never trust a horse. You lads seem
awful interested in the past. Our lives aren't fodder
for your entertainment. The three of youse poking around
in everything will lead to no good. We are being threatened.
It means there's a story here. This is extremely good news. This is my podcast. I make the rules. What did you do? Whatever happened that night
is still important to someone. I came to Bodkin
expecting a simple cold case. What if the cold case… isn't cold? Do you lads like a bit of a party? Well, yeah. Yeah. Sure. ****'s sake.","['Animation', 'Adventure']"
Mission: Impossible – Dead Reckoning Part One | Official Teaser Trailer (2023 Movie) - Tom Cruise,Your days of fighting for the so-called greater good are over. This is our chance to control the truth. The concepts of right and wrong for everyone for centuries to come.  You're fighting to save an ideal that doesn't exist.  Never did.  You need to pick a side.,"['Action', 'Thriller']"
Irish Wish | Official Trailer | Netflix,"-What brings you to Ireland?
-A wedding. -Oh, congratulations.
-Oh no, it's not mine. It's my friend's. I can't believe Paul and Emma
are getting married. You balance me out, Madeline. -We do make a great team.
-We do. Hi, Mom. I can't help but think
things would be different if I had told Paul how I felt. -You have to speak up for yourself.
-It's too late now. I wish I was marrying Paul Kennedy. What the… Paul? -Emma!
-Have you seen Paul? I haven't seen him anywhere. How did he get in there? What is wrong? I am not the one
who's getting married, she is. Exactly. You, my friend,
are marrying Paul Kennedy. Yes! -Hello.
-It's you. How'd you get the ring
on your finger? You got down on your knee
and you proposed to me. I proposed? I mean, yes, of course. Yes, I proposed. My publicist said
we should get some PR pictures in some idyllic Irish backdrops. He thinks it'll help
boost my sales figures. So not just a wedding,
but a good PR event too. Exactly. If you spend the day with us,
can you leave your snark at home? I'll do my best. Hey, you're pretty good.
I'd love to get married up here. -Why don't you?
-I don't wanna be difficult. I'd hardly call having a voice
at your own wedding being difficult. Is it everything you imagined? I know this might sound strange, but I'm not sure
this is supposed to be my life. Now is the time to speak up.","['Romance', 'Comedy', 'Fantasy']"
